350.9375	8.4542
353.7632917	9.20441
358.158825	11.85036
359.624	12.21465
0.236608333	12.57895
3.585591667	12.80903
5.469391667	12.80903
6.725258333	12.57895
9.34165	10.96837
13.0046	4.7178
15.20236667	-0.19063
15.72564167	-2.64485
13.84184167	-6.28782
11.43476667	-8.39691
5.678708333	-11.08121
2.329725	-13.03691
1.073858333	-13.88054
0.759891667	-14.20649
359.8333167	-14.68583
358.57745	-14.95426
357.1122667	-15.0693
355.0191583	-14.99261
353.9726	-14.68583
351.0422417	-12.03988
348.1118833	-6.40286
346.6467083	-3.14336
346.6467083	1.26656
346.4373917	2.80044
347.2746417	6.21333
349.36775	7.6897
350.9375	8.4542
